AcademicScore,AttendanceRate,StudentPerformance,DeviceUsage,LearningStyle,Indikator_Visual,Indikator_Auditory,Indikator_Kinestetik,LearningPace_Cluster,LearningStyle_Encoded
3.9494949494949494,4.19,3.9494949494949494,4.448275862068965,Visual,4.1259451266207705,3.5044132674777915,2.536421853111867,1,2
3.101010101010101,4.57,3.101010101010101,1.0,Kinesthetic,3.4294322319347827,4.214907062556165,3.122773664198519,0,1
3.8686868686868685,3.96,3.8686868686868685,1.4137931034482758,Visual,3.5578966711718274,3.0625436838298445,3.398939363618171,0,2
3.0606060606060606,3.08,3.0606060606060606,2.793103448275862,Auditory,3.0313494666641256,4.112384572896632,2.8035821492895736,0,0
3.9494949494949494,3.33,3.9494949494949494,3.206896551724138,Auditory,3.5770540408779956,2.3145898729527827,2.7713628176906147,1,0
4.757575757575758,3.88,4.757575757575758,3.6206896551724137,Auditory,4.217865746690988,3.12203476921036,2.935061036621973,1,0
4.191919191919192,4.45,4.191919191919192,3.3448275862068964,Visual,4.181363503029831,1.2978401424357773,3.226235741444867,1,2
4.515151515151516,4.19,4.515151515151516,2.3793103448275863,Auditory,4.069205254306172,1.154491315507913,3.226035621372824,0,0
3.0606060606060606,4.3,3.0606060606060606,4.862068965517242,Auditory,3.8493788946537353,3.2237683804763493,3.3196918150890533,1,0
3.8282828282828283,3.96,3.8282828282828283,3.7586206896551726,Auditory,3.874163249423055,2.9540797125778844,3.148188913348009,1,0
4.313131313131313,4.23,4.313131313131313,4.448275862068965,Auditory,4.297445990445195,2.1001051690698036,3.2386431859115468,1,0
3.4646464646464645,3.66,3.4646464646464645,2.793103448275862,Auditory,3.4515924955861754,1.4428282289610181,2.503602161296778,0,0
3.8686868686868685,3.94,3.8686868686868685,2.103448275862069,Auditory,3.647229205443238,2.543246607770982,3.1810086051630977,0,0
4.757575757575758,4.49,4.757575757575758,4.586206896551724,Visual,4.617801223264104,2.0407133076034363,3.436361817090254,1,2
3.98989898989899,4.74,3.98989898989899,2.931034482758621,Auditory,4.161675446613474,4.142041522793589,3.4107464478687213,1,0
4.95959595959596,3.87,4.95959595959596,2.5172413793103448,Auditory,4.142565894548079,3.0370963232928196,3.1011606964178506,0,0
4.070707070707071,3.09,4.070707070707071,2.2413793103448274,Kinesthetic,3.387924352672887,4.18933104026077,2.726535921552932,0,1
4.6767676767676765,3.32,4.6767676767676765,3.4827586206896552,Visual,3.9261567022676434,1.5472830623196265,3.1682009205523314,1,2
4.111111111111111,3.04,4.111111111111111,4.172413793103448,Visual,3.6615591374551437,2.410329323879951,3.162597558535121,1,2
3.6262626262626263,4.31,3.6262626262626263,3.4827586206896552,Visual,3.8973035164145022,1.9185962270114114,3.1748048829297577,1,2
3.585858585858586,3.66,3.585858585858586,1.6896551724137931,Visual,3.3487312403028864,2.398036069751578,2.697518511106664,0,2
4.878787878787879,4.08,4.878787878787879,3.6206896551724137,Auditory,4.358846443693179,2.8977009748535023,3.1645987592555533,1,0
4.757575757575758,3.99,4.757575757575758,4.172413793103448,Auditory,4.343543163790502,4.1014376523781095,3.4235541324794876,1,0
3.101010101010101,3.16,3.101010101010101,4.586206896551724,Kinesthetic,3.339770876699513,3.712008702183,3.491394836902141,1,1
4.474747474747475,3.81,4.474747474747475,1.6896551724137931,Kinesthetic,3.79049510905703,2.4892574938117242,2.534620772463478,0,1
3.2626262626262625,3.44,3.2626262626262625,1.9655172413793105,Visual,3.1538232541131483,1.6515546418773863,3.248649189513708,0,2
3.8282828282828283,3.84,3.8282828282828283,1.0,Kinesthetic,3.427892459550629,3.3766563356079358,3.1107664598759257,0,1
3.3434343434343434,3.41,3.3434343434343434,3.896551724137931,Kinesthetic,3.449760633784917,1.7150289226802695,2.645287172303382,1,1
4.555555555555555,4.68,4.555555555555555,3.206896551724138,Visual,4.416611093721772,2.2637709228989977,3.2524514708825296,1,2
3.707070707070707,3.35,3.707070707070707,3.206896551724138,Visual,3.48189552748654,3.080773068046004,2.875225135081049,1,2
3.1414141414141414,4.92,3.1414141414141414,4.172413793103448,Kinesthetic,4.051619932323962,3.2043607339532487,3.3070842505503304,1,1
3.98989898989899,3.83,3.98989898989899,2.931034482758621,Auditory,3.7708822356196054,3.16478023480773,2.6979187512507505,0,0
3.5454545454545454,4.69,3.5454545454545454,1.8275862068965516,Kinesthetic,3.79163165648207,4.838810561807589,3.249249549729838,0,1
5.0,4.26,5.0,3.4827586206896552,Kinesthetic,4.465049647132189,2.7138092495706383,3.037522513508105,1,1
3.3434343434343434,4.47,3.3434343434343434,3.896551724137931,Auditory,3.9055652209193537,3.5983862941782996,2.5838503101861114,1,0
4.03030303030303,4.54,4.03030303030303,4.310344827586206,Auditory,4.286799606699425,2.0102394002295347,2.6186712027216332,1,0
3.0606060606060606,4.01,3.0606060606060606,4.0344827586206895,Visual,3.606481461685282,2.915524220163728,2.8550130078046827,1,2
3.787878787878788,4.09,3.787878787878788,4.724137931034482,Visual,4.049653919264367,2.842662879003106,2.9920952571542925,1,2
4.111111111111111,4.03,4.111111111111111,1.2758620689655173,Kinesthetic,3.670452944164457,3.872404792000767,2.6871122673604164,0,1
4.878787878787879,4.18,4.878787878787879,5.0,Auditory,4.5949591292720156,4.067973201881199,3.2620572343406042,1,0
3.2626262626262625,3.06,3.2626262626262625,5.0,Visual,3.423463637488261,2.1958979921227235,2.5662397438463076,1,2
4.757575757575758,3.79,4.757575757575758,4.862068965517242,Kinesthetic,4.35826960819123,3.6293216368641446,3.1902141284770864,1,1
3.303030303030303,4.21,3.303030303030303,3.896551724137931,Auditory,3.7775392735136957,1.8513790058755242,3.0407244346607962,1,0
4.878787878787879,4.2,4.878787878787879,2.3793103448275863,Kinesthetic,4.228859338960916,4.337323581787013,3.301681008605163,0,1
4.3939393939393945,4.59,4.3939393939393945,3.6206896551724137,Visual,4.365749200660626,1.6491182653496697,3.274064438663198,1,2
3.5454545454545454,4.31,3.5454545454545454,5.0,Visual,4.080917095622327,3.4179543453639907,3.340504302581549,1,2
3.6666666666666665,4.98,3.6666666666666665,4.862068965517242,Auditory,4.402124123365896,2.284870672312919,2.540224134480688,1,0
4.434343434343434,3.57,4.434343434343434,3.4827586206896552,Kinesthetic,3.9269880136245474,4.488348613328465,2.9996998198919353,1,1
5.0,3.72,5.0,2.103448275862069,Auditory,4.03690777912278,1.7576115666218997,2.868621172703622,0,0
4.595959595959596,3.77,4.595959595959596,2.2413793103448274,Visual,3.904620144204342,1.9793388520793342,2.8734240544326597,0,2
3.1414141414141414,3.93,3.1414141414141414,1.1379310344827587,Visual,3.193864328692382,2.7442378437170474,2.8994396637982787,0,2
3.0606060606060606,4.67,3.0606060606060606,1.0,Kinesthetic,3.456829509215063,2.1020166012963686,2.6819091454872925,0,1
3.2222222222222223,3.47,3.2222222222222223,5.0,Kinesthetic,3.5830598900602753,3.423263557208395,3.3615169101460878,1,1
4.6767676767676765,4.55,4.6767676767676765,3.0689655172413794,Kinesthetic,4.393609969965284,1.324988368959759,3.4321592955773466,1,1
3.1414141414141414,3.81,3.1414141414141414,3.3448275862068964,Auditory,3.4572758727091113,2.0267083699751622,3.1381829097458476,1,0
4.151515151515151,4.2,4.151515151515151,4.0344827586206895,Kinesthetic,4.157165787876885,4.07966132435989,2.654092455473284,1,1
3.707070707070707,4.27,3.707070707070707,4.448275862068965,Kinesthetic,4.052104454662703,1.0702556223835014,3.131378827296378,1,1
4.03030303030303,3.75,4.03030303030303,3.206896551724138,Visual,3.7906996379666906,2.579175558104878,3.000500300180108,1,2
4.757575757575758,4.03,4.757575757575758,1.6896551724137931,Visual,4.005439096625128,2.185572711213399,3.043125875525315,0,2
4.353535353535353,3.83,4.353535353535353,2.793103448275862,Kinesthetic,3.9045566509668714,3.14191577625367,3.445367220332199,0,1
3.3838383838383836,3.14,3.3838383838383836,4.0344827586206895,Kinesthetic,3.3715420896079364,2.1066799635814357,3.217430458274965,1,1
4.434343434343434,3.87,4.434343434343434,4.310344827586206,Visual,4.176623923359639,2.8973108379210952,2.8257954772863716,1,2
3.5454545454545454,3.19,3.5454545454545454,2.931034482758621,Kinesthetic,3.3073940677776528,2.6533964625835913,2.577246347808685,0,1
4.232323232323232,3.81,4.232323232323232,2.793103448275862,Auditory,3.8457425628182125,2.5132538365480945,3.184610766459876,0,0
4.919191919191919,4.19,4.919191919191919,4.172413793103448,Auditory,4.498214278524271,2.7016645117130538,3.3020812487492495,1,0
3.585858585858586,4.16,3.585858585858586,3.896551724137931,Auditory,3.87580241111067,3.337160269410346,3.3190914548729236,1,0
3.303030303030303,4.33,3.303030303030303,1.2758620689655173,Kinesthetic,3.4515258074437645,3.626376044551601,3.3731238743245946,0,1
3.5454545454545454,3.19,3.5454545454545454,4.172413793103448,Visual,3.482906639599263,3.9212857969734727,2.9934960976585954,1,2
3.909090909090909,4.3,3.909090909090909,4.0344827586206895,Kinesthetic,4.096356422725149,2.620014648178651,2.9566740044026414,1,1
4.595959595959596,3.62,4.595959595959596,3.4827586206896552,Kinesthetic,4.020503678392447,3.851564219684151,2.871422853712227,1,1
3.8282828282828283,3.8,3.8282828282828283,4.310344827586206,Visual,3.884209855608194,4.233274229800335,2.8998399039423655,1,2
3.6262626262626263,4.72,3.6262626262626263,2.5172413793103448,Visual,3.9348495402334938,1.9320552873965096,2.7473484090454274,0,2
4.797979797979798,3.02,4.797979797979798,1.1379310344827587,Visual,3.5122932647427794,3.713965454666146,3.4343606163698217,0,2
3.707070707070707,4.18,3.707070707070707,1.2758620689655173,Auditory,3.5610785700316105,4.672704213292589,3.3292975785471284,0,0
4.878787878787879,4.2,4.878787878787879,3.3448275862068964,Kinesthetic,4.367639300453026,1.8199602274715065,2.73013808284971,1,1
3.9494949494949494,3.79,3.9494949494949494,4.862068965517242,Visual,4.012930353151924,2.67473744043481,3.3641184710826497,1,2
4.03030303030303,3.47,4.03030303030303,1.0,Kinesthetic,3.359010890508444,2.5065969615786634,2.786371823093856,0,1
3.98989898989899,3.47,3.98989898989899,3.6206896551724137,Auditory,3.714061550634099,3.1090526750521597,2.864018411046628,1,0
4.797979797979798,4.77,4.797979797979798,3.7586206896551726,Auditory,4.636402585937012,2.6490159448727546,2.965079047428457,1,0
4.636363636363637,3.88,4.636363636363637,4.862068965517242,Visual,4.346186588186471,3.8962832580621845,2.726135681408845,1,2
4.151515151515151,3.66,4.151515151515151,1.6896551724137931,Visual,3.589933829270611,3.6985124685483846,3.0319191514908947,0,2
3.585858585858586,3.9,3.585858585858586,1.5517241379310345,Kinesthetic,3.4288521912136014,1.4792450771651702,3.200420252151291,0,1
4.797979797979798,4.34,4.797979797979798,1.0,Visual,4.058611686099366,3.51324444605386,2.5748449069441666,0,2
3.0202020202020203,3.29,3.0202020202020203,3.4827586206896552,Kinesthetic,3.202557727252032,2.463104230042974,2.924254552731639,1,1
3.98989898989899,3.9,3.98989898989899,1.0,Visual,3.5237571401399137,2.963076956066922,3.304482689613768,0,2
3.2626262626262625,4.18,3.2626262626262625,4.586206896551724,Kinesthetic,3.8430559872989756,2.547882123753385,2.9044426655993596,1,1
3.3434343434343434,4.9,3.3434343434343434,3.7586206896551726,Kinesthetic,4.068631978438115,1.654719041399136,3.241444866920152,1,1
3.9494949494949494,3.51,3.9494949494949494,3.7586206896551726,Kinesthetic,3.7317531757989335,4.283891485759349,3.1521913147888734,1,1
3.0202020202020203,3.72,3.0202020202020203,3.0689655172413794,Kinesthetic,3.326439437906416,3.4460107709792522,3.187412447468481,2,1
4.757575757575758,3.76,4.757575757575758,2.5172413793103448,Auditory,4.009445741653166,2.3908707779347367,2.878026816089654,0,0
3.303030303030303,4.21,3.303030303030303,4.586206896551724,Kinesthetic,3.875503821644562,3.6291607408110487,2.864818891334801,1,1
3.9494949494949494,3.71,3.9494949494949494,4.862068965517242,Visual,3.9787065903203,4.022046301040257,2.794976986191715,1,2
3.4242424242424243,4.07,3.4242424242424243,3.896551724137931,Auditory,3.7671929355233393,2.552575895758796,2.9486692015209126,1,0
3.6666666666666665,4.56,3.6666666666666665,1.9655172413793105,Auditory,3.8080370314927836,3.5909356431391792,3.1489893936361817,0,0
3.303030303030303,4.41,3.303030303030303,4.448275862068965,Kinesthetic,3.9413829051190135,1.753885669041614,3.12717630578347,1,1
4.3939393939393945,3.89,4.3939393939393945,3.0689655172413794,Auditory,3.9898565111621545,2.0161854125101284,2.9142485491294776,1,0
4.3939393939393945,4.73,4.3939393939393945,4.724137931034482,Kinesthetic,4.584464739842525,2.1013421878573593,2.5718431058635183,1,1
4.313131313131313,4.12,4.313131313131313,1.0,Visual,3.755462205279588,2.9769178658308895,2.9084450670402244,0,2
3.1818181818181817,4.08,3.1818181818181817,1.4137931034482758,Kinesthetic,3.3140975265594426,1.6939842827407887,2.7283370022013207,0,1
4.6767676767676765,3.07,4.6767676767676765,2.2413793103448274,Auditory,3.6395441337546863,3.258516220756988,2.8271963177906745,0,0
4.555555555555555,4.97,4.555555555555555,2.3793103448275863,Visual,4.423733556233889,3.936171275290178,3.3004802881729036,0,2
4.636363636363637,3.25,4.636363636363637,3.206896551724138,Kinesthetic,3.8362589017132587,3.9038128387954023,2.888833299979988,0,1
4.111111111111111,3.46,4.111111111111111,4.310344827586206,Visual,3.8614948050693454,2.883454218420037,3.4553732239343606,1,2
3.2626262626262625,3.1,3.2626262626262625,4.586206896551724,Visual,3.383466672554239,2.8939338778709844,3.172603562137282,1,2
3.3434343434343434,4.28,3.3434343434343434,4.0344827586206895,Auditory,3.843543369992172,4.272134728497446,3.0963578146888135,1,0
3.303030303030303,3.45,3.303030303030303,1.8275862068965516,Visual,3.154983453974792,2.071011731604174,2.5012007204322595,0,2
3.4646464646464645,3.36,3.4646464646464645,2.5172413793103448,Auditory,3.284463342583726,4.122268761863153,3.153792275365219,0,0
4.353535353535353,3.18,4.353535353535353,3.7586206896551726,Visual,3.7643657508000965,3.545690122827343,2.8183910346207726,1,2
4.313131313131313,3.21,4.313131313131313,1.8275862068965516,Kinesthetic,3.483833412719226,2.4162369519459292,3.486191715029017,0,1
4.919191919191919,4.17,4.919191919191919,2.5172413793103448,Visual,4.254691619934519,3.1637636317058484,3.1531919151490895,0,2
3.909090909090909,4.38,3.909090909090909,2.931034482758621,Kinesthetic,3.969650629318703,3.585318064315268,3.021512907744647,1,1
3.9494949494949494,3.79,3.9494949494949494,1.1379310344827587,Kinesthetic,3.481527116250573,3.7160501676923743,3.144186511907144,0,1
4.474747474747475,3.96,4.474747474747475,2.793103448275862,Visual,4.013818337438676,3.352441571256692,3.1549929957974783,0,2
4.3939393939393945,4.37,4.3939393939393945,2.655172413793103,Kinesthetic,4.136113858787027,1.9330275232949237,2.6827096257754652,0,1
4.757575757575758,3.03,4.757575757575758,1.4137931034482758,Visual,3.541542731041204,3.5906004527651105,2.9024414648789274,0,2
4.595959595959596,3.65,4.595959595959596,2.793103448275862,Visual,3.931395168368046,3.0791645323937473,2.7885731438863317,0,2
3.8686868686868685,4.95,3.8686868686868685,2.793103448275862,Kinesthetic,4.176821506108364,2.0400956858206554,3.111166700020012,1,1
4.070707070707071,4.16,4.070707070707071,3.0689655172413794,Kinesthetic,3.9659657296479147,3.0481975593355584,3.209625775465279,1,1
4.3939393939393945,3.51,4.3939393939393945,1.8275862068965516,Auditory,3.647821695442814,3.952501150440179,3.3447068240944566,0,0
3.0202020202020203,4.04,3.0202020202020203,3.4827586206896552,Kinesthetic,3.5248207087304277,1.2696911208375246,3.482989793876326,1,1
4.3939393939393945,3.69,4.3939393939393945,1.1379310344827587,Auditory,3.625095735003776,2.034349774875971,3.085951570942566,0,0
4.474747474747475,4.06,4.474747474747475,2.2413793103448274,Kinesthetic,3.9798702382207205,3.508243174332204,2.86601961176706,0,1
4.878787878787879,3.25,4.878787878787879,3.3448275862068964,Visual,3.962234327630061,3.5955842834202785,2.6150690414248547,1,2
3.5454545454545454,3.27,3.5454545454545454,4.862068965517242,Kinesthetic,3.613531503542363,4.070893204045926,2.685911546928157,1,1
3.101010101010101,3.29,3.101010101010101,3.206896551724138,Visual,3.195883003855829,2.0113429952917374,3.252251350810486,2,2
3.0202020202020203,4.88,3.0202020202020203,1.5517241379310345,Visual,3.607321278585449,2.542954850333467,3.2402441464878926,0,2
3.1818181818181817,4.47,3.1818181818181817,2.5172413793103448,Visual,3.637155633544706,1.6431472267141285,2.7927756653992395,0,2
4.03030303030303,3.32,4.03030303030303,1.6896551724137931,Auditory,3.393550804470973,2.300307836123659,3.155393235941565,0,0
3.5454545454545454,3.38,3.5454545454545454,3.896551724137931,Kinesthetic,3.523287123299311,2.5067090197349953,3.486191715029017,1,1
4.555555555555555,4.46,4.555555555555555,2.103448275862069,Visual,4.1650131131077135,4.147081748641052,2.7109265559335602,0,2
4.070707070707071,3.31,4.070707070707071,3.6206896551724137,Visual,3.681399133720953,2.3055859279866717,2.8802281368821294,1,2
3.3434343434343434,3.47,3.3434343434343434,1.0,Auditory,3.062524398616001,4.52036900737056,2.79157494496698,0,0
3.585858585858586,4.93,3.585858585858586,3.896551724137931,Kinesthetic,4.20488692551944,2.8156008431444497,2.779967980788473,1,1
3.585858585858586,3.51,3.585858585858586,2.931034482758621,Kinesthetic,3.460064198386424,3.1965923485938235,3.1834100460276167,0,1
4.03030303030303,4.32,4.03030303030303,3.7586206896551726,Auditory,4.117046268970164,3.311220455696909,2.588453071843106,1,0
4.6767676767676765,4.96,4.6767676767676765,4.448275862068965,Auditory,4.7643380881107396,3.84766679132549,3.2304382629577746,1,0
3.505050505050505,3.75,3.505050505050505,1.6896551724137931,Kinesthetic,3.350083898629152,2.471673927068998,3.430958575145087,0,1
4.272727272727273,3.04,4.272727272727273,3.4827586206896552,Auditory,3.629433769149121,4.155485938655536,2.73574144486692,1,0
4.555555555555555,3.49,4.555555555555555,3.3448275862068964,Kinesthetic,3.92519685648683,3.4480933610935063,3.3921352811687013,1,1
4.95959595959596,4.66,4.95959595959596,1.6896551724137931,Kinesthetic,4.364815171321701,3.689890266592523,2.751550930558335,0,1
4.272727272727273,4.73,4.272727272727273,2.655172413793103,Visual,4.237286749672164,3.9735754641793077,3.227236341805083,1,2
3.1414141414141414,4.54,3.1414141414141414,1.0,Visual,3.43362265876931,3.561748928619788,2.8684210526315788,0,2
4.191919191919192,3.23,4.191919191919192,4.0344827586206895,Kinesthetic,3.755557035548243,3.701213201815082,2.9620772463478087,1,1
4.474747474747475,4.59,4.474747474747475,4.0344827586206895,Kinesthetic,4.4616839161487905,3.4336135078606747,2.6821092655593355,1,1
3.909090909090909,4.84,3.909090909090909,4.448275862068965,Kinesthetic,4.383945053043244,1.3131649737837443,3.3685211126676005,1,1
4.555555555555555,4.2,4.555555555555555,2.655172413793103,Kinesthetic,4.132213762248169,3.1469922024911297,3.4279567740644388,0,1
4.797979797979798,4.88,4.797979797979798,1.8275862068965516,Kinesthetic,4.40953967698062,1.926569956041341,3.302281368821293,0,1
3.585858585858586,4.65,3.585858585858586,2.931034482758621,Kinesthetic,3.9499490775150923,2.4913724788798595,2.934060436261757,1,1
4.717171717171717,4.33,4.717171717171717,2.5172413793103448,Auditory,4.238655090395849,2.442788547438474,2.934660796477887,0,0
4.151515151515151,4.15,4.151515151515151,4.586206896551724,Kinesthetic,4.214837681623952,2.4958664660082155,2.524614768861317,1,1
4.434343434343434,3.7,4.434343434343434,4.448275862068965,Auditory,4.120392595507299,3.5607019813175285,3.1319791875125076,1,0
3.505050505050505,3.32,3.505050505050505,1.0,Auditory,3.0672680266583354,4.153847770772819,2.6570942565539326,0,0
4.272727272727273,4.21,4.272727272727273,2.931034482758621,Kinesthetic,4.0541342624405265,2.5299313185772556,2.983490094056434,1,1
3.2626262626262625,3.64,3.2626262626262625,1.4137931034482758,Kinesthetic,3.1586201732908257,3.188943293818288,2.6592955773464078,0,1
3.8686868686868685,4.73,3.8686868686868685,2.655172413793103,Auditory,4.065695003574226,4.689763859919675,3.3349009405643386,1,0
4.111111111111111,4.99,4.111111111111111,4.0344827586206895,Auditory,4.475405388015113,3.227566537498904,3.3312987792675606,1,0
3.0606060606060606,4.5,3.0606060606060606,4.586206896551724,Kinesthetic,3.89751309343762,4.35936949452034,2.8874324594756855,1,1
4.6767676767676765,3.18,4.6767676767676765,4.310344827586206,Kinesthetic,3.983362575658792,3.4078247182393135,2.931458875325195,1,1
4.797979797979798,3.58,4.797979797979798,1.5517241379310345,Auditory,3.8111110150077505,2.7154585455387066,3.2618571142685613,0,0
3.2222222222222223,3.22,3.2222222222222223,4.862068965517242,Auditory,3.454770488968344,3.448924967199715,2.7603562137282367,1,0
4.111111111111111,4.3,4.111111111111111,1.1379310344827587,Auditory,3.7677620363666264,2.3542440203810755,3.33309985991595,0,0
4.111111111111111,4.53,4.111111111111111,4.0344827586206895,Visual,4.279851611326961,1.8187299703310948,3.1283770262157296,1,2
4.757575757575758,4.85,4.757575757575758,4.448275862068965,Auditory,4.753578874297216,3.6758904412463793,3.1475885531318792,1,0
4.757575757575758,3.88,4.757575757575758,1.0,Visual,3.8431087644570283,3.8144885649091917,2.9706824094456676,0,2
3.787878787878788,4.8,3.787878787878788,3.0689655172413794,Kinesthetic,4.1201222540583435,1.3299737581349056,2.886631979187513,1,1
4.191919191919192,4.76,4.191919191919192,4.0344827586206895,Kinesthetic,4.411083898375176,1.9769342960785472,3.0445267160296177,1,1
3.4242424242424243,3.63,3.4242424242424243,1.6896551724137931,Auditory,3.266508106533351,4.124489378724303,2.5728437062237344,0,0
4.111111111111111,4.74,4.111111111111111,4.0344827586206895,Kinesthetic,4.368745692171065,1.7105865350832867,3.4837902741644986,1,1
3.98989898989899,3.75,3.98989898989899,3.0689655172413794,Kinesthetic,3.756099428318387,3.4961345733427165,2.97828697218331,1,1
4.555555555555555,3.59,4.555555555555555,2.793103448275862,Kinesthetic,3.8915693946148875,3.184387952422044,2.6893135881528916,0,1
4.313131313131313,4.3,4.313131313131313,4.862068965517242,Kinesthetic,4.3851301225253625,3.564295277415888,2.775565339203522,1,1
3.0202020202020203,3.66,3.0202020202020203,4.448275862068965,Visual,3.497024184283645,2.960008549371092,2.7879727836702024,1,2
4.070707070707071,4.26,4.070707070707071,1.2758620689655173,Visual,3.7527479672945137,2.913471044929305,3.1363818290974583,0,2
3.505050505050505,4.22,3.505050505050505,2.931034482758621,Auditory,3.729310975843186,4.162555325631379,3.4719831899139484,1,0
4.636363636363637,4.13,4.636363636363637,1.2758620689655173,Auditory,3.9379409345924543,2.4631632703222257,2.568040824494697,0,0
3.101010101010101,3.76,3.101010101010101,4.0344827586206895,Auditory,3.5171473267211115,1.5824264324324502,3.0981588953372023,1,0
4.555555555555555,4.1,4.555555555555555,4.862068965517242,Kinesthetic,4.402819137441824,2.321512292239758,2.5764458675205124,1,1
3.2222222222222223,4.19,3.2222222222222223,1.1379310344827587,Kinesthetic,3.340501507294565,1.6089714469742493,2.8113868320992594,0,1
3.303030303030303,4.09,3.303030303030303,1.0,Visual,3.3118874628662502,2.1145065133117575,2.5598359015409247,0,2
4.070707070707071,3.89,4.070707070707071,2.103448275862069,Visual,3.711726600641499,3.3980580374656713,2.5276165699419653,0,2
3.3434343434343434,3.03,3.3434343434343434,2.103448275862069,Auditory,3.0316790926346693,4.0072883486820645,2.571642985791475,0,0
4.474747474747475,4.17,4.474747474747475,4.0344827586206895,Visual,4.2830136327242885,2.365484923892576,3.4867920752451473,1,2
4.313131313131313,3.34,4.313131313131313,1.8275862068965516,Visual,3.5396637795924013,2.088584517927694,2.80458274964979,0,2
4.6767676767676765,4.29,4.6767676767676765,1.2758620689655173,Visual,4.023088701850241,3.4808041329232298,3.191614968981389,0,2
4.757575757575758,4.52,4.757575757575758,4.448275862068965,Visual,4.61100987176192,4.1314559359989484,2.8255953572143286,1,2
3.9494949494949494,4.0,3.9494949494949494,3.3448275862068964,Visual,3.885140612782313,3.0464322036782425,2.7607564538723235,1,2
3.585858585858586,4.08,3.585858585858586,2.3793103448275863,Auditory,3.6272954417545393,4.7671750604799215,2.7269361616970182,0,0
4.272727272727273,4.9,4.272727272727273,1.8275862068965516,Auditory,4.193519911867759,3.6285168009925286,2.937462477486492,0,0
4.272727272727273,4.69,4.272727272727273,2.103448275862069,Visual,4.14351918032562,2.819945848617813,3.134380628377026,0,2
3.9494949494949494,4.83,3.9494949494949494,1.0,Auditory,3.904843420599095,2.4427178287642515,3.2674604762857715,0,0
4.636363636363637,4.63,4.636363636363637,4.862068965517242,Kinesthetic,4.664822514932238,2.2388591654947954,2.930458274964979,1,1
4.95959595959596,3.22,4.95959595959596,2.793103448275862,Visual,3.9036287683063047,3.2547159680861855,2.7475485291174704,0,2
4.95959595959596,3.3,4.95959595959596,3.6206896551724137,Kinesthetic,4.056204095683066,2.8793181339945315,3.2474484690814487,1,1
3.4646464646464645,4.05,3.4646464646464645,1.6896551724137931,Auditory,3.4633339071381353,3.112864006260003,3.0671402841705024,0,0
4.555555555555555,3.49,4.555555555555555,1.8275862068965516,Auditory,3.7100958323358872,3.682973649206937,3.3525115069041425,0,0
3.0606060606060606,3.95,3.0606060606060606,2.2413793103448274,Kinesthetic,3.326195763201423,4.033946479164582,2.6997198318991393,0,1
3.101010101010101,3.79,3.101010101010101,1.8275862068965516,Auditory,3.2138297789767085,3.638961768683206,3.0137082249349607,0,0
4.95959595959596,4.1,4.95959595959596,4.448275862068965,Visual,4.517649881634224,3.3895754740215116,2.761556934160496,1,2
4.474747474747475,4.49,4.474747474747475,1.1379310344827587,Kinesthetic,4.006203965077161,2.059609112859614,2.631278767260356,0,1
4.95959595959596,4.43,4.95959595959596,5.0,Visual,4.738819045911932,4.579262295346144,3.032319391634981,1,2
3.6666666666666665,4.04,3.6666666666666665,1.4137931034482758,Kinesthetic,3.505885414051469,3.4294237657973894,2.9424654792875726,0,1
